filename,imagename,imageID,url,img_P,paperTitle,ifHumanFace,numOfSeg,Number of distinct color names,colorNames,sp,isTarget,hit,miss,fa,cr,name,HR,FAR,imagename,score,group,index,count,responseCount,Feature congestion,Entropy,Number of edges,0,Author,Paper Title,Paper URL,Paper DOI,Year,meanH,meanS,meanV,LAB avg.,the number of distinct colors congrong,the number of distinct colors(Rui),the number of distinct colors,the number of distinct colors2
2015 Marino 10.1109/TVCG.2015.2467413 c 11.png,bio750.png,I898,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio750.png,,,,2,7,"white, grey, brown, tan, pink, peach, black",12.67319698,1,43,13,36,187,I898,0.7679,0.1614,bio750.png,1.720668819,3,898,25,81,3.4449,2.2731,3.3081,152,Joseph Marino;Arie E. Kaufman,Planar Visualization of Treelike Structures,http://dx.doi.org/10.1109/TVCG.2015.2467413,10.1109/TVCG.2015.2467413,2015,0.107482427,0.200275846,0.688529662,"67.3937382494,0.486199887296,10.5361004456",5,4,4.5,2
2011 Chen 10.1109/TVCG.2011.164 c 3.png,bio398.png,I828,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio398.png,,,,2,12,"black, navyblue, grey, blue, darkgreen, brown, olive, green, teal, tan, red, yellow",2.766180353,1,43,25,20,214,I828,0.6324,0.0855,bio398.png,1.707214237,3,828,17,65,1.5053,4.9572,4.6146,82,Weifeng Chen;Wei Chen;Hujun Bao,An Efficient Direct Volume Rendering Approach for Dichromats,http://dx.doi.org/10.1109/TVCG.2011.164,10.1109/TVCG.2011.164,2011,0.092180108,0.069481895,0.760913799,"76.2347107428,0.624751170855,3.64421320756",4,5,4.5,2
2010 Saad 10.1109/TVCG.2010.152 c 2.png,bio352.png,I817,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio352.png,,,,2,9,"black, grey, brown, peach, tan, beige, pink, orange, white",5.921526698,1,34,23,17,219,I817,0.5965,0.072,bio352.png,1.705354311,3,817,18,61,1.7721,4.0262,4.4676,71,Ahmed Saad;Ghassan Hamarneh;Torsten M√∂ller,Exploration and Visualization of Segmentation Uncertainty using Shape and Appearance Prior Information,http://dx.doi.org/10.1109/TVCG.2010.152,10.1109/TVCG.2010.152,2010,0.859003302,0.296190558,0.429671286,"34.6137615799,10.6988891945,-6.15974488349",3,3,3,1
2008 Soni 10.1109/TVCG.2008.183 c 10.png,bio117.png,I766,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio117.png,,,,9,24,"white, grey, black, pink, lavender, purple, blue, teal, green, lightblue, darkgreen, olive, navyblue, yellow, tan, brown, orange, red, maroon, salmon, peach, darkteal, beige, lightpink",19.67781778,1,36,29,14,220,I766,0.5538,0.0598,bio117.png,1.691722709,3,766,20,72,4.3489,6.0387,10.3695,20,Bela Soni;David S. Thompson;Raghu Machiraju,Visualizing Particle/Flow Structure Interactions in the Small Bronchial Tubes,http://dx.doi.org/10.1109/TVCG.2008.183,10.1109/TVCG.2008.183,2008,0.222951261,0.073749994,0.909919607,"90.6762837558,-2.67469764897,4.12017082971",4,5,4.5,2
2011 Ruiz 10.1109/TVCG.2011.173 c 3.png,bio487.png,I842,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio487.png,,,1,2,7,"white, grey, brown, pink, mauve, purple, black",5.171318265,1,41,23,21,207,I842,0.6406,0.0921,bio487.png,1.68799676,3,842,21,62,2.2876,6.2941,8.1914,96,Marc Ruiz;Anton Bardera;Imma Boada;Ivan Viola,Automatic Transfer Functions Based on Informational Divergence,http://dx.doi.org/10.1109/TVCG.2011.173,10.1109/TVCG.2011.173,2011,0.008104496,0.081212282,0.715491327,"71.1278993383,1.74433557854,0.773156543409",10,8,9,3
2011 Giusti 10.1109/TVCG.2011.168 c 1.png,bio428.png,I833,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio428.png,,,,2,17,"black, darkgreen, grey, olive, green, lightblue, blue, teal, brown, tan, orange, navyblue, beige, red, peach, yellow, lightgreen",3.314146342,1,26,43,5,215,I833,0.3768,0.0227,bio428.png,1.687033351,3,833,22,61,1.8641,7.4147,6.6581,87,Alessandro Giusti;Pierluigi Taddei;Giorgio Corani;Luca Maria Gambardella;Cristina Magli;Luca Gianaroli,Artificial Defocus for Displaying Markers in Microscopy Z-Stacks,http://dx.doi.org/10.1109/TVCG.2011.168,10.1109/TVCG.2011.168,2011,0.013088523,0.043251118,0.55986235,"57.3558672286,0.868775126498,0.437628969916",6,5,5.5,2
2008 Mayerich 10.1109/TVCG.2008.179 c 10.png,bio81.png,I762,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio81.png,,,,2,12,"black, grey, purple, brown, blue, pink, salmon, red, tan, peach, navyblue, mauve",7.454587364,1,31,48,6,231,I762,0.3924,0.0253,bio81.png,1.681787357,3,762,19,61,2.3127,6.1282,11.5005,16,David Mayerich;Louise C. Abbott;John Keyser,Visualization of Cellular and Microvascular Relationships,http://dx.doi.org/10.1109/TVCG.2008.179,10.1109/TVCG.2008.179,2008,0.046133931,0.079683032,0.75884436,"75.1721662371,1.53822461582,1.74237802372",10,9,9.5,3
2011 Chen 10.1109/TVCG.2011.164 c 7.png,bio402.png,I829,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio402.png,,,,2,6,"black, grey, blue, navyblue, tan, brown",2.538595946,1,41,23,23,215,I829,0.6406,0.0966,bio402.png,1.661233822,3,829,10,81,1.4814,3.9928,7.086,83,Weifeng Chen;Wei Chen;Hujun Bao,An Efficient Direct Volume Rendering Approach for Dichromats,http://dx.doi.org/10.1109/TVCG.2011.164,10.1109/TVCG.2011.164,2011,0.638947909,0.154806457,0.213541176,"17.964877733,1.04099853513,-4.22578693136",5,4,4.5,2
2009 Chen 10.1109/TVCG.2009.112 c 1.png,bio163.png,I775,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio163.png,,,,2,23,"grey, white, lightblue, blue, black, purple, brown, maroon, pink, tan, beige, mauve, peach, green, orange, teal, red, yellow, navyblue, darkgreen, salmon, olive, darkpurple",23.81354639,1,24,29,8,197,I775,0.4528,0.039,bio163.png,1.64382006,3,775,10,71,3.4754,4.2446,9.7195,29,Wei Chen;Zi'ang Ding;Song Zhang;Anna MacKay-Brandt;Stephen Correia;Huamin Qu;John Allen Crow;David F. Tate;Zhicheng Yan;Qunsheng Peng,A Novel Interface for Interactive Exploration of DTI fibers,http://dx.doi.org/10.1109/TVCG.2009.112,10.1109/TVCG.2009.112,2009,0.071226703,0.319858427,0.73754403,"66.8792021811,8.51193600326,17.3891283032",5,5,5,2
2010 Jeong 10.1109/TVCG.2010.168 c 2.png,bio305.png,I806,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio305.png,,,,2,15,"grey, pink, maroon, brown, purple, red, mauve, darkpurple, navyblue, black, peach, tan, blue, salmon, white",12.11917484,1,29,41,8,243,I806,0.4143,0.0319,bio305.png,1.637077443,3,806,13,61,2.7465,6.6489,14.1843,60,Won-Ki Jeong;Jens Schneider;Stephen G. Turney;Beverly E. Faulkner-Jones;Dominik Meyer;R√ºdiger Westermann;R. Clay Reid;Jeff Lichtman;Hanspeter Pfister,Interactive Histology of Large-Scale Biomedical Image Stacks,http://dx.doi.org/10.1109/TVCG.2010.168,10.1109/TVCG.2010.168,2010,0.332336998,0.229770776,0.689212559,"68.1929291956,-13.3399741174,9.89890500274",4,4,4,2
2013 Gurijala 10.1109/TVCG.2013.139 c 4.png,bio581.png,I863,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio581.png,,,,2,3,"brown, orange, black",0.610313067,1,38,20,25,205,I863,0.6552,0.1087,bio581.png,1.632869197,3,863,10,61,1.3673,5.7673,9.4878,117,Krishna Chaitanya Gurijala;Rui Shi;Wei Zeng;Xianfeng Gu;Arie E. Kaufman,Colon Flattening Using Heat Diffusion Riemannian Metric,http://dx.doi.org/10.1109/TVCG.2013.139,10.1109/TVCG.2013.139,2013,0.184830837,0.056099157,0.756386542,"75.7633425532,-0.580609637915,1.28246966848",5,5,5,2
2016 Jönsson 10.1109/TVCG.2016.2598430 c 3.png,bio779.png,I903,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio779.png,,,,3,11,"white, grey, brown, tan, peach, lightblue, beige, orange, pink, yellow, black",11.31115219,1,32,34,11,220,I903,0.4848,0.0476,bio779.png,1.630473281,3,903,9,75,2.9329,5.377,7.1946,157,Daniel J√∂nsson;Anders Ynnerman,Correlated Photon Mapping for Interactive Global Illumination of Time-Varying Volumetric Data,http://dx.doi.org/10.1109/TVCG.2016.2598430,10.1109/TVCG.2016.2598430,2016,0.691391751,0.263482203,0.624023379,"55.8231202299,2.6998363837,-5.40590024936",8,5,6.5,2
2015 Lawonn 10.1109/TVCG.2015.2467961 c 8.png,bio746.png,I896,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio746.png,,,,3,18,"white, grey, black, brown, red, orange, mauve, blue, purple, peach, navyblue, lightblue, pink, tan, salmon, darkpurple, beige, yellow",22.93025242,1,24,44,5,218,I896,0.3529,0.0224,bio746.png,1.6290247,3,896,5,71,4.8287,6.0389,7.7407,150,Kai Lawonn;Sylvia Gla√üer;Anna Vilanova;Bernhard Preim;Tobias Isenberg,Occlusion-free Blood Flow Animation with Wall Thickness Visualization,http://dx.doi.org/10.1109/TVCG.2015.2467961,10.1109/TVCG.2015.2467961,2015,0.055481617,0.058537835,0.942443311,"92.6622129116,1.99680746367,2.88510635285",4,3,3.5,2
2012 Gurijala 10.1109/TVCG.2012.210 c 3.png,bio522.png,I851,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio522.png,,,,2,19,"black, brown, navyblue, grey, darkgreen, blue, green, purple, olive, darkpurple, teal, maroon, tan, red, orange, yellow, mauve, salmon, pink",10.21878896,1,42,29,19,214,I851,0.5915,0.0815,bio522.png,1.626457761,3,851,10,69,2.9781,4.8483,9.4986,105,Krishna Chaitanya Gurijala;Lei Wang 0024;Arie E. Kaufman,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,http://dx.doi.org/10.1109/TVCG.2012.210,10.1109/TVCG.2012.210,2012,0.04750465,0.636567605,0.433679609,"31.051610695,20.2971046719,22.2034650503",3,2,2.5,1
2011 Rieder 10.1109/TVCG.2011.207 c 4.png,bio482.png,I841,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio482.png,,,,2,19,"white, grey, blue, lightblue, brown, tan, beige, teal, pink, peach, salmon, red, maroon, black, orange, yellow, olive, green, navyblue",7.898946373,1,29,41,8,233,I841,0.4143,0.0332,bio482.png,1.619216306,3,841,8,61,3.273,6.3595,5.5364,95,Christian Rieder;Tim Kr√∂ger;Christian Schumann;Horst K. Hahn,GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation,http://dx.doi.org/10.1109/TVCG.2011.207,10.1109/TVCG.2011.207,2011,0.644442343,0.190355105,0.7473926,"70.8298764167,0.716569564188,-2.77664067",7,6,6.5,2
2008 Correa 10.1109/TVCG.2008.162 c 6.png,bio30.png,I754,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio30.png,,,,3,15,"white, grey, brown, peach, pink, salmon, mauve, purple, orange, tan, red, beige, blue, lavender, black",16.76700528,1,40,42,12,229,I754,0.4878,0.0498,bio30.png,1.616210288,3,754,3,61,4.2456,4.6469,6.5704,8,Carlos D. Correa;Kwan-Liu Ma,Size-based Transfer Functions: A New Volume Exploration Technique,http://dx.doi.org/10.1109/TVCG.2008.162,10.1109/TVCG.2008.162,2008,0.44791834,0.701840408,0.046312908,"4.20202205371,-0.69316701578,0.0678652667867",3,2,2.5,1
2013 Köhler 10.1109/TVCG.2013.189 c 6.png,bio606.png,I869,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio606.png,,,,3,26,"white, grey, black, purple, brown, pink, maroon, mauve, red, darkpurple, tan, salmon, orange, yellow, olive, peach, green, beige, lightblue, mustard, darkgreen, navyblue, lightpink, lavender, blue, lightgreen",27.8139988,1,46,18,34,192,I869,0.7188,0.1504,bio606.png,1.613999726,3,869,5,61,5.6614,6.6944,8.1431,123,Benjamin K√∂hler;Rocco Gasteiger;Uta Preim;Holger Theisel;Matthias Gutberlet;Bernhard Preim,Semi-Automatic Vortex Extraction in 4D PC-MRI Cardiac Blood Flow Data using Line Predicates,http://dx.doi.org/10.1109/TVCG.2013.189,10.1109/TVCG.2013.189,2013,0.039201345,0.113828463,0.482943821,"48.5639365938,1.5655073694,1.48648941885",8,9,8.5,3
2017 Mohammed 10.1109/TVCG.2017.2744278 c 2.png,bio872.png,I923,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio872.png,,,,3,25,"white, grey, pink, brown, red, maroon, teal, cyan, blue, green, mauve, darkgreen, salmon, black, lightblue, purple, yellow, mustard, orange, navyblue, lightpink, olive, beige, tan, peach",18.11017468,1,33,35,12,221,I923,0.4853,0.0515,bio872.png,1.593624643,3,923,5,61,6.3151,6.8672,11.1438,177,"Haneen Mohammed, Ali K. Al-Awami, Johanna Beyer, Corrado Cali, Pierre Magistretti, Hanspeter Pfister, Markus Hadwiger",Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,http://dx.doi.org/10.1109/TVCG.2017.2744278,10.1109/TVCG.2017.2744278,2017,0.050224889,0.348101157,0.19899527,"18.3015576211,1.53558046917,1.90077234821",4,3,3.5,2
2014 Kretschmer 10.1109/TVCG.2014.2346405 c 1.png,bio686.png,I884,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio686.png,,,,6,3,"white, grey, black",17.82453694,1,31,24,18,219,I884,0.5636,0.0759,bio686.png,1.593305335,3,884,6,78,4.2905,6.1559,9.7372,138,Jan Kretschmer;Grzegorz Soza;Christian Tietjen;Michael S√ºhling;Bernhard Preim;Marc Stamminger,ADR - Anatomy-Driven Reformation,http://dx.doi.org/10.1109/TVCG.2014.2346405,10.1109/TVCG.2014.2346405,2014,0.532530023,0.044756355,0.587233419,"60.2083049634,-0.46122218325,-0.368370506094",4,3,3.5,2
2013 Köhler 10.1109/TVCG.2013.189 c 3.png,bio603.png,I867,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio603.png,,,,4,26,"white, grey, black, pink, purple, brown, lightpink, mauve, maroon, red, tan, olive, green, mustard, yellow, orange, peach, darkpurple, lavender, beige, magenta, darkgreen, salmon, lightblue, navyblue, blue",29.70555751,1,37,23,22,202,I867,0.6167,0.0982,bio603.png,1.588701415,3,867,1,61,6.0435,7.0225,8.3034,121,Benjamin K√∂hler;Rocco Gasteiger;Uta Preim;Holger Theisel;Matthias Gutberlet;Bernhard Preim,Semi-Automatic Vortex Extraction in 4D PC-MRI Cardiac Blood Flow Data using Line Predicates,http://dx.doi.org/10.1109/TVCG.2013.189,10.1109/TVCG.2013.189,2013,0.137024757,0.484948918,0.687121648,"67.759761127,-3.62187141228,25.6876530971",3,3,3,1
2009 Kindlmann 10.1109/TVCG.2009.177 c 1.png,bio242.png,I794,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio242.png,,,,5,9,"white, grey, black, brown, tan, beige, pink, peach, salmon",29.17070721,1,22,45,5,229,I794,0.3284,0.0214,bio242.png,1.58132092,3,794,3,64,6.2834,5.7692,11.7911,48,Gordon L. Kindlmann;Ra√∫l San Jos√© Est√©par;Stephen M. Smith;Carl-Fredrik Westin,Sampling and Visualizing Creases with Scale-Space Particles,http://dx.doi.org/10.1109/TVCG.2009.177,10.1109/TVCG.2009.177,2009,0.876436538,0.361723796,0.721901037,"59.8280034388,28.230400996,-13.3056571655",5,4,4.5,2
2011 Suter 10.1109/TVCG.2011.214 c 3.png,bio502.png,I846,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio502.png,,,,6,11,"white, grey, beige, tan, darkgreen, pink, green, brown, olive, peach, black",12.59441992,1,22,41,6,233,I846,0.3492,0.0251,bio502.png,1.570774638,3,846,4,61,4.5921,6.8218,10.1538,100,Susanne K. Suter;Jos√© Antonio Iglesias Guiti√°n;Fabio Marton;Marco Agus;Andreas Elsener;Christoph P. E. Zollikofer;Meenakshisundaram Gopi;Enrico Gobbetti;Renato Pajarola,Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization,http://dx.doi.org/10.1109/TVCG.2011.214,10.1109/TVCG.2011.214,2011,0.023220786,0.101226544,0.637932228,"63.1689005891,3.6865185537,2.37606600474",7,5,6,2
2008 Krüger 10.1109/TVCG.2008.161 c 10.png,bio69.png,I761,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio69.png,,,,2,18,"white, grey, peach, tan, pink, blue, brown, green, teal, purple, salmon, orange, red, olive, mauve, lavender, lightblue, beige",5.576338235,1,21,52,4,236,I761,0.2877,0.0167,bio69.png,1.567125307,3,761,2,61,2.0854,6.695,6.6423,15,Arno Kr√ºger;Christoph Kubisch;Gero Strau√ü;Bernhard Preim,Sinus Endoscopy - Application of Advanced GPU Volume Rendering for Virtual Endoscopy,http://dx.doi.org/10.1109/TVCG.2008.161,10.1109/TVCG.2008.161,2008,0.095303134,0.24553709,0.209977166,"17.9806892932,0.894862255062,5.18719448958",9,10,9.5,3
2012 Ip 10.1109/TVCG.2012.231 c 2.png,bio529.png,I853,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio529.png,,,,2,20,"white, pink, peach, yellow, tan, beige, lightgreen, green, grey, lightpink, brown, mauve, purple, olive, lavender, orange, lightblue, blue, teal, offwhite",7.606599075,1,45,32,21,216,I853,0.5844,0.0886,bio529.png,1.562589321,3,853,0,63,3.101,5.1415,6.9226,107,Cheuk Yiu Ip;Amitabh Varshney;Joseph J√°J√°,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,http://dx.doi.org/10.1109/TVCG.2012.231,10.1109/TVCG.2012.231,2012,0.163826253,0.087719134,0.224766694,"21.8900609286,-0.382490764863,1.09641033546",8,7,7.5,3
2014 Kretschmer 10.1109/TVCG.2014.2346405 c 6.png,bio691.png,I885,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio691.png,,,1,10,6,"white, grey, black, navyblue, teal, blue",20.76733389,1,23,32,9,225,I885,0.4182,0.0385,bio691.png,1.561863957,3,885,1,61,4.0797,5.7595,8.7841,139,Jan Kretschmer;Grzegorz Soza;Christian Tietjen;Michael S√ºhling;Bernhard Preim;Marc Stamminger,ADR - Anatomy-Driven Reformation,http://dx.doi.org/10.1109/TVCG.2014.2346405,10.1109/TVCG.2014.2346405,2014,0.914668828,0.106276989,0.866014537,"83.4100028914,4.98014873334,-1.47731506592",5,6,5.5,2
2009 Bruckner 10.1109/TVCG.2009.121 c 2.png,bio158.png,I773,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio158.png,,,,2,19,"white, grey, pink, blue, lightblue, brown, red, maroon, purple, mauve, navyblue, tan, salmon, orange, black, darkpurple, green, beige, olive",7.689037372,1,28,41,9,241,I773,0.4058,0.036,bio158.png,1.560755671,3,773,3,61,3.0473,5.8574,7.7745,27,Stefan Bruckner;Veronika Solt√©szov√°;Eduard Gr√∂ller;Jir√≠ Hladuvka;Katja B√ºhler;Jai Y. Yu;Barry J. Dickson,BrainGazer - Visual Queries for Neurobiology Research,http://dx.doi.org/10.1109/TVCG.2009.121,10.1109/TVCG.2009.121,2009,0.599003266,0.161340739,0.193542987,"16.6734805797,-0.207653821945,-4.19892453885",5,3,4,2
2011 Koehler 10.1109/TVCG.2011.260 c 13.png,bio445.png,I835,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio445.png,,,,2,23,"white, grey, pink, blue, navyblue, purple, teal, darkgreen, black, beige, tan, lavender, brown, red, salmon, green, maroon, darkpurple, lightblue, mauve, olive, darkteal, lightpink",16.16690529,1,36,23,24,215,I835,0.6102,0.1004,bio445.png,1.559116003,3,835,3,61,3.7465,2.7779,4.7473,89,Christopher Koehler;Thomas Wischgoll;Haibo Dong;Zachary Gaston,Vortex Visualization in Ultra Low Reynolds Number Insect Flight,http://dx.doi.org/10.1109/TVCG.2011.260,10.1109/TVCG.2011.260,2011,0.243748643,0.044240872,0.522585773,"52.7488806929,-0.365042785555,0.472963474072",5,4,4.5,2
2015 Lawonn 10.1109/TVCG.2015.2467961 c 9.png,bio747.png,I897,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio747.png,,,,2,15,"white, grey, black, brown, orange, red, tan, pink, salmon, peach, beige, lightblue, navyblue, blue, yellow",29.11713453,1,29,29,14,217,I897,0.5,0.0606,bio747.png,1.549756381,3,897,0,63,4.7552,4.6461,7.851,151,Kai Lawonn;Sylvia Gla√üer;Anna Vilanova;Bernhard Preim;Tobias Isenberg,Occlusion-free Blood Flow Animation with Wall Thickness Visualization,http://dx.doi.org/10.1109/TVCG.2015.2467961,10.1109/TVCG.2015.2467961,2015,0.058109155,0.22540278,0.794363026,"74.6584865785,6.7475993496,10.0277669123",6,5,5.5,2
2013 Köhler 10.1109/TVCG.2013.189 c 2.png,bio602.png,I866,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio602.png,,,,4,27,"white, grey, black, pink, purple, mauve, brown, maroon, lightpink, red, lightblue, darkpurple, lavender, darkgreen, olive, tan, green, beige, mustard, yellow, salmon, peach, navyblue, orange, lightgreen, blue, magenta",24.87987822,1,42,19,33,194,I866,0.6885,0.1454,bio602.png,1.547971294,3,866,1,61,4.5266,6.2892,5.5405,120,Benjamin K√∂hler;Rocco Gasteiger;Uta Preim;Holger Theisel;Matthias Gutberlet;Bernhard Preim,Semi-Automatic Vortex Extraction in 4D PC-MRI Cardiac Blood Flow Data using Line Predicates,http://dx.doi.org/10.1109/TVCG.2013.189,10.1109/TVCG.2013.189,2013,0.569898962,0.174854255,0.851240257,"80.806222739,-3.07848497935,-7.51569666204",4,3,3.5,2
2009 Jeong 10.1109/TVCG.2009.178 c 6.png,bio228.png,I787,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio228.png,,,,2,20,"white, grey, black, pink, brown, salmon, red, mauve, purple, blue, lavender, beige, teal, green, tan, yellow, lightblue, orange, peach, lightpink",14.68624167,1,29,28,15,215,I787,0.5088,0.0652,bio228.png,1.534586525,3,787,1,61,5.1556,6.6213,11.7329,41,Won-Ki Jeong;Johanna Beyer;Markus Hadwiger;Amelio V√°zquez Reina;Hanspeter Pfister;Ross T. Whitaker,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,http://dx.doi.org/10.1109/TVCG.2009.178,10.1109/TVCG.2009.178,2009,0.556814982,0.207987865,0.701850784,"67.7865503108,-2.32578195418,-3.62619849166",5,5,5,2
2011 Zou 10.1109/TVCG.2011.171 c 2.png,bio505.png,I847,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio505.png,,,,3,15,"white, grey, pink, beige, green, darkgreen, black, brown, tan, peach, olive, yellow, orange, maroon, red",12.04180001,1,27,31,13,231,I847,0.4655,0.0533,bio505.png,1.527078757,3,847,0,61,3.8232,5.7122,4.9858,101,Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,Authalic Parameterization of General Surfaces Using Lie Advection,http://dx.doi.org/10.1109/TVCG.2011.171,10.1109/TVCG.2011.171,2011,0.5,0,0.879939801,"89.0509033602,-0.00222321931123,0.00421419048232",3,2,2.5,1
2012 Ip 10.1109/TVCG.2012.231 c 5.png,bio532.png,I854,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio532.png,,,,2,13,"white, grey, green, black, olive, brown, darkgreen, pink, beige, tan, peach, lightgreen, lightblue",10.14501622,1,30,39,11,231,I854,0.4348,0.0455,bio532.png,1.525979546,3,854,3,61,2.6215,5.838,4.3645,108,Cheuk Yiu Ip;Amitabh Varshney;Joseph J√°J√°,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,http://dx.doi.org/10.1109/TVCG.2012.231,10.1109/TVCG.2012.231,2012,0.066721557,0.056146987,0.874249678,"87.1446670003,0.754830425886,1.53364198971",4,3,3.5,2
2015 Marino 10.1109/TVCG.2015.2467413 c 12.png,bio751.png,I899,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio751.png,,,,2,6,"white, grey, blue, purple, black, navyblue",18.07687969,1,28,33,13,237,I899,0.459,0.052,bio751.png,1.522810042,3,899,0,70,4.1151,2.8149,5.7303,153,Joseph Marino;Arie E. Kaufman,Planar Visualization of Treelike Structures,http://dx.doi.org/10.1109/TVCG.2015.2467413,10.1109/TVCG.2015.2467413,2015,0.106791646,0.383516431,0.75253156,"68.2838934742,1.83009762374,21.3207942325",7,7,7,3
2009 Keefe 10.1109/TVCG.2009.152 c 3.png,bio240.png,I792,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio240.png,,,,2,12,"grey, tan, pink, salmon, peach, red, brown, white, black, beige, yellow, blue",15.9883665,1,38,23,28,209,I792,0.623,0.1181,bio240.png,1.497907851,4,792,2,61,3.5529,5.0188,8.0497,46,Daniel F. Keefe;Marcus Ewert;William Ribarsky;Remco Chang,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,http://dx.doi.org/10.1109/TVCG.2009.152,10.1109/TVCG.2009.152,2009,0.403115779,0.369969554,0.785946808,"76.4793412284,-22.2860149561,9.28439672508",4,2,3,1
2009 Brecheisen 10.1109/TVCG.2009.170 c 2.png,bio152.png,I772,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio152.png,,,,2,15,"white, grey, blue, purple, pink, mauve, tan, brown, black, yellow, beige, peach, salmon, red, lavender",9.418394829,1,28,42,10,232,I772,0.4,0.0413,bio152.png,1.482448397,4,772,0,66,3.1667,7.4794,6.0858,26,Ralph Brecheisen;Anna Vilanova;Bram Platel;Bart M. ter Haar Romeny,Parameter Sensitivity Visualization for DTI fiber Tracking,http://dx.doi.org/10.1109/TVCG.2009.170,10.1109/TVCG.2009.170,2009,0.651778907,0.093908385,0.895356146,"87.6093436135,0.491839453948,-1.66561852898",6,5,5.5,2
2009 Kindlmann 10.1109/TVCG.2009.177 c 7.png,bio248.png,I796,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio248.png,,,,2,13,"grey, black, brown, tan, mauve, blue, white, beige, purple, teal, pink, green, olive",18.81123903,1,23,45,7,229,I796,0.3382,0.0297,bio248.png,1.467840392,4,796,0,61,3.8826,4.4384,9.0808,50,Gordon L. Kindlmann;Ra√∫l San Jos√© Est√©par;Stephen M. Smith;Carl-Fredrik Westin,Sampling and Visualizing Creases with Scale-Space Particles,http://dx.doi.org/10.1109/TVCG.2009.177,10.1109/TVCG.2009.177,2009,0.996113039,0.398242819,0.728845549,"60.7999432888,15.1990583338,5.31170705634",7,4,5.5,2
2015 Abbasloo 10.1109/TVCG.2015.2467031 c 4.png,bio717.png,I890,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio717.png,,,,2,10,"black, darkgreen, grey, darkpurple, green, purple, teal, navyblue, maroon, brown",2.569593979,1,30,37,13,219,I890,0.4478,0.056,bio717.png,1.458045945,4,890,1,61,1.3908,5.0064,4.7663,144,Amin Abbasloo;Vitalis Wiens;Max Hermann;Thomas Schultz,Visualizing Tensor Normal Distributions at Multiple Levels of Detail,http://dx.doi.org/10.1109/TVCG.2015.2467031,10.1109/TVCG.2015.2467031,2015,0.107264258,0.121514291,0.773241755,"76.2081655577,0.20692054709,6.3799496785",4,4,4,2
